Id,Building_Class,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Lane_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,House_Condition,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Grade_Living_Area,Underground_Full_Bathroom,Underground_Half_Bathroom,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Area,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Pool_Quality,Fence_Quality,Miscellaneous_Feature,Miscellaneous_Value,Month_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
48,20,FVR,84,11096,Paved,NA,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,Gd,7,TF,0,NA,Attchd,2006,RFn,3,577.63704,TA,TA,Y,-45.91933692,88.2275502,-16.55949498,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,249700
49,190,RMD,33,4456,Paved,NA,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,BT,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,TA,8,TF,0,NA,NA,NA,NA,0,512.6377882,NA,NA,N,34.03035501,-15.99178181,90.33547898,0,0,0,NA,NA,NA,0,6,2009,New,Partial,113000
50,20,RLD,66,7742,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,SS,HdBoard,HdBoard,None,0,TA,TA,CB,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,TF,0,NA,Attchd,1966,Unf,1,582.1882249,TA,TA,Y,-71.56773366,107.9239966,25.62519415,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,127000
51,60,RLD,NA,13869,Paved,NA,IR2,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,TF,0,NA,Attchd,1997,Fin,2,846.8765419,TA,TA,Y,140.8105087,-42.46747199,-94.08843257,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,177000
52,50,RMD,52,6240,Paved,NA,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,PC,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,TF,1,Gd,Detchd,1985,Unf,2,258.5593037,TA,TA,Y,31.88679967,130.5536591,-20.4592516,0,0,0,NA,MnPrv,Shed,400,9,2006,WD,Normal,114500
53,90,RMD,110,8472,Gravel,NA,IR2,Bnk,AllPub,C,MS,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,SS,Wd Sdng,Wd Sdng,None,0,Fa,TA,CB,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,TF,0,NA,CarPort,1963,Unf,2,607.5175681,TA,TA,Y,181.9416488,-96.65532467,22.44155857,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,110000
54,20,RLD,68,50271,Paved,NA,IR1,Low,AllPub,I,GS,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WSh,WdShing,Wd Shng,None,0,Gd,TA,CB,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,TF,1,Gd,Attchd,1981,Fin,3,569.9209179,TA,TA,Y,134.0751831,24.68107366,-3.212458,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,385000
55,80,RLD,60,7134,Paved,NA,Reg,Bnk,AllPub,I,MS,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,CB,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,MD1,1,TA,Detchd,1962,Unf,2,403.1134806,TA,TA,Y,4.117301319,34.19463716,56.08319121,0,0,0,NA,MnPrv,NA,0,2,2007,WD,Normal,130000
56,20,RLD,100,10175,Paved,NA,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,SS,HdBoard,Plywood,BrkFace,272,TA,TA,CB,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,TF,1,Gd,Attchd,1964,RFn,2,450.3479153,TA,TA,Y,78.99129364,24.41312171,135.3952663,407,0,0,NA,NA,NA,0,7,2008,WD,Normal,180500
57,160,FVR,24,2645,Paved,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,SS,MetalSd,MetalSd,BrkFace,456,Gd,TA,PC,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,TF,0,NA,Attchd,1999,Fin,2,742.6971474,TA,TA,Y,23.18174682,165.69276,-34.01352573,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,172500
58,60,RLD,89,11645,Paved,NA,IR1,Lvl,AllPub,C,GS,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,TF,0,NA,Attchd,2004,RFn,2,375.5301762,TA,TA,Y,57.59033022,0.975575923,11.26190021,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,196500
59,60,RLD,66,13682,Paved,NA,IR2,HLS,AllPub,CulDSac,GS,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,SS,VinylSd,VinylSd,BrkFace,1031,Ex,TA,PC,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,TF,1,Gd,BuiltIn,2006,Fin,3,539.4719527,TA,TA,Y,143.5466109,38.09663446,-44.07156785,0,0,0,NA,NA,NA,0,10,2006,New,Partial,438780
60,20,RLD,60,7200,Paved,NA,Reg,Bnk,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,SS,HdBoard,HdBoard,None,0,TA,TA,CB,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1973,Unf,1,367.9304431,TA,TA,Y,-106.2415904,6.065544701,32.13668218,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,124900
61,20,RLD,63,13072,Paved,NA,Reg,Lvl,AllPub,I,GS,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,TF,0,NA,Detchd,2006,Unf,2,21.53949191,TA,TA,Y,129.5781963,-103.9118952,97.26064831,0,0,0,NA,NA,NA,0,5,2006,New,Partial,158000
62,75,RMD,60,7200,Paved,NA,Reg,Lvl,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,BT,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,TF,0,NA,Detchd,1935,Unf,1,235.0829995,TA,TA,N,79.68430261,102.3197743,68.32526409,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,101000
63,120,RLD,44,6442,Paved,NA,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,SS,VinylSd,VinylSd,Stone,178,Gd,TA,PC,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,TF,1,Gd,Attchd,2006,RFn,2,102.254745,TA,TA,Y,210.461789,9.602987804,-11.49508248,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,202500
64,70,RMD,50,10300,Paved,NA,IR1,Bnk,AllPub,I,GS,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,SS,Stucco,Stucco,None,0,TA,TA,BT,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,TF,0,NA,Detchd,1990,Unf,2,777.1073708,TA,TA,Y,-84.86270366,-10.62758548,30.94613268,0,0,0,NA,GdPrv,NA,0,4,2010,WD,Normal,140000
65,60,RLD,NA,9375,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,SS,VinylSd,VinylSd,BrkFace,573,TA,TA,PC,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,TF,0,NA,Attchd,1998,RFn,2,781.8988952,TA,TA,Y,189.2468916,24.74131735,58.50142166,0,0,0,NA,GdPrv,NA,0,2,2009,WD,Normal,219500
66,60,RLD,76,9591,Paved,NA,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,SS,VinylSd,VinylSd,BrkFace,344,Gd,TA,PC,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,TF,1,Gd,BuiltIn,2004,RFn,3,405.1776671,TA,TA,Y,68.19054368,39.70749008,29.36703652,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,317000
67,20,RLD,NA,19900,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,SS,Plywood,Plywood,BrkFace,287,TA,TA,CB,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,MD1,1,Gd,Attchd,1970,RFn,2,338.577519,TA,TA,Y,139.0913186,-19.97658891,-11.38825291,0,0,0,NA,NA,NA,0,7,2010,WD,Normal,180000
68,20,RLD,72,10665,Paved,NA,IR1,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,SS,VinylSd,VinylSd,BrkFace,167,Gd,TA,PC,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,TF,0,NA,Attchd,2003,RFn,2,765.2546999,TA,TA,Y,4.63133471,47.60829457,73.40733788,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,226000
69,30,RMD,47,4608,Paved,NA,Reg,Lvl,AllPub,C,GS,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,SS,MetalSd,MetalSd,None,0,TA,Gd,CB,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,TF,0,NA,Attchd,1945,Unf,1,362.2616548,TA,TA,Y,100.6574009,1.488239292,-77.06648233,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,80000
70,50,RLD,81,15593,Paved,NA,Reg,Lvl,AllPub,C,GS,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,SS,BrkFace,AsbShng,None,0,Gd,TA,CB,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,TF,1,TA,Attchd,1953,Fin,2,-16.86034661,TA,TA,Y,-162.7398894,113.7577995,114.8069476,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,225000
71,20,RLD,95,13651,Paved,NA,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,SS,Plywood,Plywood,BrkFace,1115,TA,Gd,CB,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,TF,2,Gd,Attchd,1973,Fin,2,552.9030395,TA,TA,Y,193.0773209,50.37351217,112.8968464,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,244000
72,20,RLD,69,7599,Paved,NA,Reg,Lvl,AllPub,C,GS,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,SS,HdBoard,Plywood,None,0,TA,TA,CB,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1987,Unf,2,333.1409565,TA,TA,Y,-171.7647678,116.7493187,-39.1243494,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,129500
73,60,RLD,74,10141,Paved,NA,IR1,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,SS,VinylSd,VinylSd,BrkFace,40,TA,TA,PC,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,TF,1,TA,Attchd,1998,Fin,2,429.3669263,TA,TA,Y,-14.8966349,95.40305158,111.6300967,0,291,0,NA,NA,NA,0,12,2009,WD,Normal,185000
74,20,RLD,85,10200,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,SS,Wd Sdng,Wd Sdng,BrkFace,104,TA,TA,CB,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,TF,0,NA,Attchd,1989,Unf,2,304.1884116,TA,TA,Y,146.6101509,32.29217389,84.69571218,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,144900
75,50,RMD,60,5790,Paved,NA,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,SS,VinylSd,VinylSd,None,0,Gd,Gd,CB,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,TF,0,NA,Detchd,1915,Unf,1,693.5697603,TA,TA,Y,156.3673375,94.06068743,11.17382388,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,107400
76,180,RMD,21,1596,Paved,NA,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,SS,CemntBd,CmentBd,None,0,TA,TA,CB,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,TF,0,NA,BuiltIn,1973,Unf,1,321.9281209,TA,TA,Y,53.79948708,29.45446068,-17.57000176,0,0,0,NA,GdWo,NA,0,11,2009,WD,Normal,91000
77,20,RLD,NA,8475,Paved,NA,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1956,Unf,1,561.5477447,TA,TA,Y,74.82001692,33.989246,7.690373794,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,135750
78,50,RMD,50,8635,Paved,NA,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,MD1,0,NA,Detchd,1948,Unf,1,743.1201007,TA,TA,Y,51.79441366,91.4042926,67.46639572,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,127000
79,90,RLD,72,10778,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,SS,HdBoard,HdBoard,None,0,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,TF,0,NA,NA,NA,NA,0,341.0191785,NA,NA,Y,21.0018244,-8.880473912,169.7350415,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,136500
80,50,RMD,60,10440,Paved,Grvl,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,PC,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,TF,0,NA,Detchd,1966,Unf,2,636.6983056,TA,TA,Y,13.90996814,175.5508018,-4.754443076,0,0,0,NA,MnPrv,NA,0,5,2009,WD,Normal,110000
81,60,RLD,100,13000,Paved,NA,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,SS,VinylSd,VinylSd,BrkFace,576,TA,Gd,CB,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,TF,1,Gd,Attchd,1968,Fin,1,307.8393573,TA,TA,Y,121.9059204,33.20276522,65.13321663,0,252,0,NA,NA,NA,0,6,2009,WD,Normal,193500
82,120,RMD,32,4500,Paved,NA,Reg,Lvl,AllPub,FR2P,GS,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,SS,VinylSd,VinylSd,BrkFace,443,TA,Gd,PC,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,TF,0,NA,Attchd,1998,Fin,2,564.9130347,TA,TA,Y,-258.3666053,65.6736124,2.633328219,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,153500
83,20,RLD,78,10206,Paved,NA,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,SS,VinylSd,VinylSd,Stone,468,TA,TA,PC,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,TF,1,Gd,Attchd,2007,RFn,3,593.688659,TA,TA,Y,157.8189232,-36.51951092,-38.70562022,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,245000
84,20,RLD,80,8892,Paved,NA,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,SS,MetalSd,MetalSd,BrkCmn,66,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,TF,0,NA,Detchd,1974,Unf,2,612.2382132,TA,TA,Y,18.87563161,-70.2896977,6.360141566,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,126500
85,80,RLD,NA,8530,Paved,NA,IR1,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,SS,HdBoard,HdBoard,BrkFace,22,TA,TA,PC,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,TF,1,TA,BuiltIn,1995,Fin,2,661.5309496,TA,TA,Y,-3.584515906,-87.65120109,101.9420363,0,0,0,NA,NA,Shed,700,5,2009,WD,Normal,168500
86,60,RLD,121,16059,Paved,NA,Reg,Lvl,AllPub,C,GS,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,SS,HdBoard,HdBoard,BrkFace,284,Gd,TA,CB,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,TF,1,TA,Attchd,1991,Unf,2,465.8217388,TA,TA,Y,44.63547272,-0.328328394,-56.76411755,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,260000
87,60,RLD,122,11911,Paved,NA,IR2,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,TF,1,Gd,BuiltIn,2005,Fin,2,516.8278722,TA,TA,Y,21.8616245,17.99692467,-70.42405009,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,174000
88,160,FVR,40,3951,Paved,Paved,Reg,Lvl,AllPub,C,GS,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,SS,VinylSd,VinylSd,Stone,76,Gd,TA,PC,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,TF,0,NA,Detchd,2009,RFn,2,464.9092967,TA,TA,Y,254.9310845,149.2568916,7.549376058,0,0,0,NA,NA,NA,0,6,2009,New,Partial,164500
89,50,Commer,105,8470,Paved,NA,IR1,Lvl,AllPub,C,GS,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,SS,Plywood,Plywood,None,0,Fa,Fa,CB,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,TF,0,NA,NA,NA,NA,0,182.8456011,NA,NA,N,-79.71921814,45.57266411,-7.990151559,0,0,0,NA,MnPrv,NA,0,10,2009,ConLD,Abnorml,85000
90,20,RLD,60,8070,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,TF,0,NA,NA,NA,NA,0,394.8365235,NA,NA,Y,253.1615584,181.0467053,46.30368098,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,123600
91,20,RLD,60,7200,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,SS,BrkFace,Wd Sdng,None,0,TA,TA,SL,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1950,Unf,2,468.6444654,TA,TA,Y,-41.18842134,43.31733146,1.178925397,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,109900
92,20,RLD,85,8500,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,SS,HdBoard,HdBoard,BrkCmn,203,TA,TA,CB,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,TF,0,NA,Attchd,1961,Unf,2,532.0311906,TA,TA,Y,-59.59358097,-16.58644281,37.49371831,0,0,0,NA,GdWo,NA,0,12,2006,WD,Abnorml,98600
93,30,RLD,80,13360,Paved,Grvl,IR1,HLS,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,Gd,BT,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,TF,0,NA,Detchd,1921,Unf,2,414.7406432,TA,TA,Y,70.0547625,119.5652458,132.8068746,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,163500
94,190,Commer,60,7200,Paved,NA,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,SS,MetalSd,MetalSd,None,0,TA,TA,BT,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,TF,1,Gd,Detchd,1900,Unf,2,305.2323442,TA,TA,Y,85.57633266,11.54109494,-65.58239867,0,99,0,NA,NA,NA,0,11,2007,WD,Normal,133900
95,60,RLD,69,9337,Paved,NA,IR1,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,SS,VinylSd,VinylSd,None,0,TA,Gd,PC,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,TF,0,NA,Attchd,1997,RFn,2,381.2843325,TA,TA,Y,-89.24754542,145.6175418,22.74478118,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,204750
96,60,RLD,NA,9765,Paved,NA,IR2,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,SS,VinylSd,VinylSd,BrkFace,68,Ex,Gd,PC,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,TF,1,TA,BuiltIn,1993,Fin,2,588.8632663,TA,TA,Y,168.7873682,23.26779606,53.1103568,0,0,0,NA,NA,Shed,480,4,2009,WD,Normal,185000
97,20,RLD,78,10264,Paved,NA,IR1,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,SS,VinylSd,VinylSd,BrkFace,183,Gd,TA,PC,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,TF,0,NA,Attchd,1999,RFn,2,545.0749437,TA,TA,Y,40.72398268,-4.245986012,71.38493655,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,214000
